Name,Latitude,Longitude
Pedicularis_cheilanthifolia,34.6583333333,100.626944444
Pedicularis_cheilanthifolia,34.5886111111,100.557777778
Pedicularis_cheilanthifolia,34.6897222222,99.6675
Pedicularis_cheilanthifolia,34.4030555556,100.392777778
Pedicularis_cheilanthifolia,34.4605555556,100.401666667
Pedicularis_cheilanthifolia,33.3769444444,100.29
Pedicularis_cheilanthifolia,34.1277777778,97.6577777778
Pedicularis_cheilanthifolia,32.5738888889,97.2105555556
Pedicularis_cheilanthifolia,30.0152777778,101.859444444
Pedicularis_cheilanthifolia,31.8,92.8283333333
Pedicularis_cheilanthifolia,30.1683333333,100.585277778
Pedicularis_cheilanthifolia,31.8552777778,99.1130555556
Pedicularis_chenocephala,34.4605555556,100.401666667
Pedicularis_chinensis,34.7147222222,100.711944444
Pedicularis_chinensis,34.6583333333,100.626944444
Pedicularis_chinensis,32.0716666667,97.0452777778
Pedicularis_chinensis,30.175,100.011111111
Pedicularis_chumbica,29.6111111111,94.6516666667
Pedicularis_cinerascens,31.6333333333,98.4611111111
Pedicularis_cinerascens,28.96,102.103611111
Pedicularis_cinerascens,29.3341666667,101.499444444
Pedicularis_comptoniifolia,25.1416666667,102.747777778
Pedicularis_confertiflora,30.75,101.3
Pedicularis_confertiflora,28.7463888889,100.269166667
Pedicularis_confertiflora,28.5858333333,99.8372222222
Pedicularis_confertiflora,31.4375,96.4194444444
Pedicularis_confertiflora,29.2136111111,101.538611111
Pedicularis_confertiflora,29.2766666667,101.471388889
Pedicularis_confertiflora,29.1530555556,101.406944444
Pedicularis_confertiflora,30.025,101.3875
Pedicularis_confertiflora,30.0636111111,100.771111111
Pedicularis_confertiflora,30.3036111111,99.5575
Pedicularis_confertiflora,30.1827777778,99.9925
Pedicularis_confertiflora,30.2180555556,100.258333333
Pedicularis_confertiflora,29.7588888889,94.7419444444
Pedicularis_confertiflora,28.5733333333,99.8116666667
Pedicularis_confertiflora,30.2263888889,100.245
Pedicularis_confertiflora,30.0147222222,100.862222222
Pedicularis_confertiflora,28.6722222222,100.241388889
Pedicularis_confertiflora,29.3477777778,100.112777778
Pedicularis_confertiflora,29.1597222222,100.171111111
Pedicularis_cranolopha,34.7147222222,100.711944444
Pedicularis_cranolopha,34.6488888889,100.610555556
Pedicularis_cranolopha,34.6766666667,100.643333333
Pedicularis_cranolopha,33.2975,100.431944444
Pedicularis_cranolopha,30.8502777778,101.276666667
Pedicularis_cranolopha,31.66,100.712777778
Pedicularis_cranolopha,29.1411111111,99.9283333333
Pedicularis_cranolopha,29.1030555556,99.6319444444
Pedicularis_cranolopha,29.7475,98.5863888889
Pedicularis_cranolopha,30.1711111111,97.3336111111
Pedicularis_cranolopha,29.1025,99.6708333333
Pedicularis_cranolopha,31.3327777778,98.1286111111
Pedicularis_cranolopha,31.3505555556,97.6827777778
Pedicularis_cranolopha,31.4375,96.4194444444
Pedicularis_cranolopha,29.1661111111,101.523333333
Pedicularis_cranolopha,31.5922222222,100.377222222
Pedicularis_cranolopha,32.9944444444,98.3397222222
Pedicularis_cranolopha,30.2225,99.2491666667
Pedicularis_cranolopha,30.0636111111,100.771111111
Pedicularis_cranolopha,30.1613888889,100.558888889
Pedicularis_cranolopha,30.1827777778,99.9925
Pedicularis_cranolopha,31.1694444444,100.301111111
Pedicularis_cranolopha,31.6275,100.236944444
Pedicularis_cranolopha,31.6247222222,100.222777778
Pedicularis_cranolopha,31.8552777778,99.1130555556
Pedicularis_cranolopha,31.8063888889,99.4319444444
Pedicularis_cranolopha,32.2563888889,101.194166667
Pedicularis_cranolopha,33.3025,101.527222222
Pedicularis_cranolopha,32.8963888889,101.916111111
Pedicularis_cranolopha,32.0475,102.016944444
Pedicularis_cranolopha,29.7411111111,98.6808333333
Pedicularis_cranolopha,29.7136111111,98.6272222222
Pedicularis_cranolopha,31.46,96.7247222222
Pedicularis_cranolopha,30.6119444444,97.6069444444
Pedicularis_cranolopha,31.4058333333,97.4719444444
Pedicularis_cranolopha,31.2861111111,97.5252777778
Pedicularis_cranolopha,30.9769444444,98.3302777778
Pedicularis_cranolopha,30.9611111111,98.3069444444
Pedicularis_cranolopha,30.9069444444,98.1936111111
Pedicularis_cranolopha,31.13,98.1958333333
Pedicularis_cranolopha,31.5747222222,98.0552777778
Pedicularis_cranolopha,31.6844444444,97.9497222222
Pedicularis_cranolopha,31.5052777778,98.2894444444
Pedicularis_cranolopha,30.2263888889,100.245
Pedicularis_cranolopha,32.5430555556,101.067777778
Pedicularis_cranolopha,32.8361111111,95.5625
Pedicularis_cranolopha,28.8166666667,100.155
Pedicularis_cristatella,32.2808333333,96.4630555556
Pedicularis_cristatella,31.5344444444,100.702222222
Pedicularis_cristatella,31.5119444444,100.695833333
Pedicularis_cristatella,31.9822222222,100.964444444
Pedicularis_cristatella,30.9972222222,102.693611111
Pedicularis_cristatella,31.3241666667,102.498333333
Pedicularis_cristatella,31.9325,101.053055556
Pedicularis_cristatella,32.1427777778,101.006388889
Pedicularis_croizatiana,33.205,97.4280555556
Pedicularis_croizatiana,32.7463888889,97.3472222222
Pedicularis_croizatiana,32.8288888889,97.1783333333
Pedicularis_croizatiana,32.0911111111,97.2716666667
Pedicularis_croizatiana,32.0805555556,97.0072222222
Pedicularis_croizatiana,30.2186111111,99.2294444444
Pedicularis_croizatiana,30.2344444444,99.2405555556
Pedicularis_croizatiana,29.9969444444,100.879444444
Pedicularis_croizatiana,33.1086111111,102.631944444
Pedicularis_curvituba,35.4208333333,99.4669444444
Pedicularis_curvituba,35.2616666667,98.9825
Pedicularis_cyathophylla,32.0855555556,97.0119444444
Pedicularis_cyathophylla,32.0855555556,97.0119444444
Pedicularis_cyathophylla,32.075,97.0386111111
Pedicularis_cyathophylla,29.1238888889,99.9966666667
Pedicularis_cyathophylla,28.5938888889,99.8469444444
Pedicularis_cyathophylla,29.1025,99.6708333333
Pedicularis_cyathophylla,30.0444444444,101.308055556
Pedicularis_cyathophylla,29.9969444444,100.879444444
Pedicularis_cyathophylla,30.2525,100.258333333
Pedicularis_cyathophylla,30.53,99.2416666667
Pedicularis_cyathophylloides,31.6466666667,98.3905555556
Pedicularis_cyathophylloides,31.1694444444,100.301111111
Pedicularis_cyathophylloides,30.9611111111,98.3069444444
Pedicularis_cyathophylloides,31.5916666667,98.6197222222
Pedicularis_daucifolia,32.7463888889,97.3472222222
Pedicularis_daucifolia,32.0855555556,97.0119444444
Pedicularis_davidii,29.5936111111,102.059722222
Pedicularis_davidii,29.575,101.998611111
Pedicularis_davidii,31.8502777778,102.670277778
Pedicularis_davidii,28.9402777778,102.103055556
Pedicularis_davidii,27.4591666667,99.9172222222
Pedicularis_davidii,30.8727777778,102.651388889
Pedicularis_davidii,30.8619444444,102.685
Pedicularis_davidii,31.0263888889,102.698055556
Pedicularis_davidii,30.9208333333,102.890555556
Pedicularis_davidii,30.9208333333,102.890555556
Pedicularis_davidii,30.9975,102.863611111
Pedicularis_davidii,32.0458333333,102.316388889
Pedicularis_davidii,32.3458333333,102.45
Pedicularis_davidii,33.0777777778,102.855
Pedicularis_davidii,32.9,102.519444444
Pedicularis_davidii,32.6708333333,102.513888889
Pedicularis_davidii,32.2333333333,102.6025
Pedicularis_davidii,33.4136111111,102.550555556
Pedicularis_davidii,30.0561111111,101.820277778
Pedicularis_davidii,30.86,102.681388889
Pedicularis_davidii,30.8836111111,102.652777778
Pedicularis_davidii,30.9638888889,102.879166667
Pedicularis_davidii,32.1444444444,102.518333333
Pedicularis_davidii,32.2341666667,102.606666667
Pedicularis_debilis,28.8163888889,99.2158333333
Pedicularis_debilis,31.6447222222,98.4516666667
Pedicularis_debilis,27.3769444444,100.06
Pedicularis_debilis,27.6052777778,99.8858333333
Pedicularis_decorissima,31.6961111111,100.705277778
Pedicularis_decorissima,31.66,100.712777778
Pedicularis_decorissima,31.4583333333,99.9777777778
Pedicularis_decorissima,31.4972222222,99.9925
Pedicularis_decorissima,31.72,100.719444444
Pedicularis_decorissima,32.3433333333,100.768888889
Pedicularis_decorissima,32.0825,101.079722222
Pedicularis_densispica,25.8333333333,99.9833333333
Pedicularis_densispica,34.6583333333,100.626944444
Pedicularis_densispica,32.0911111111,97.2716666667
Pedicularis_densispica,32.0855555556,97.0119444444
Pedicularis_densispica,29.1411111111,99.9283333333
Pedicularis_densispica,29.1080555556,99.9077777778
Pedicularis_densispica,29.6466666667,98.1336111111
Pedicularis_densispica,31.4483333333,98.1652777778
Pedicularis_densispica,31.5216666667,96.3611111111
Pedicularis_densispica,31.2444444444,96.5191666667
Pedicularis_densispica,28.9163888889,102.216388889
Pedicularis_densispica,29.1530555556,101.406944444
Pedicularis_densispica,27.6583333333,100.030833333
Pedicularis_densispica,27.3777777778,100.076666667
Pedicularis_densispica,27.4625,99.8975
Pedicularis_densispica,29.2802777778,100.082222222
Pedicularis_densispica,32.2563888889,101.194166667
Pedicularis_densispica,29.7411111111,98.6808333333
Pedicularis_densispica,29.8719444444,97.6663888889
Pedicularis_densispica,30.8316666667,95.3525
Pedicularis_densispica,31.46,96.7247222222
Pedicularis_densispica,30.6119444444,97.6069444444
Pedicularis_densispica,30.9611111111,98.3069444444
Pedicularis_densispica,30.9069444444,98.1936111111
Pedicularis_densispica,28.1194444444,101.154444444
Pedicularis_densispica,27.6875,101.224444444
Pedicularis_densispica,27.5255555556,99.6425
Pedicularis_densispica,28.8166666667,100.155
Pedicularis_densispica,27.9102777778,99.9605555556
Pedicularis_dichotoma,28.7672222222,99.87
Pedicularis_dichotoma,28.7922222222,99.8372222222
Pedicularis_dichotoma,30.0313888889,99.0502777778
Pedicularis_dichotoma,28.4738888889,98.9127777778
Pedicularis_dichotoma,27.9044444444,99.6366666667
Pedicularis_diffusa,28.9522222222,99.7522222222
Pedicularis_diffusa,31.6466666667,98.3905555556
Pedicularis_dolichocymba,28.5733333333,99.8116666667
Pedicularis_dolichocymba,27.3769444444,100.06
Pedicularis_dolichoglossa,29.0725,99.6322222222
Pedicularis_dolichoglossa,28.5938888889,99.8469444444
Pedicularis_dolichoglossa,27.3777777778,100.076666667
Pedicularis_dolichoglossa,30.9125,102.890555556
Pedicularis_dolichoglossa,28.3605555556,99.3677777778
Pedicularis_dolichosiphon,28.25,99.2666666667
Pedicularis_dunniana,27.4625,99.8975
Pedicularis_elwesii,28.5938888889,99.8469444444
Pedicularis_elwesii,28.5858333333,99.8372222222
Pedicularis_elwesii,27.6244444444,99.6433333333
Pedicularis_elwesii,29.2633333333,98.68
Pedicularis_elwesii,29.6466666667,98.1336111111
Pedicularis_elwesii,30.1588888889,97.3155555556
Pedicularis_elwesii,30.1711111111,97.3336111111
Pedicularis_elwesii,29.6111111111,94.6516666667
Pedicularis_elwesii,31.2869444444,97.9941666667
Pedicularis_elwesii,31.0777777778,96.9477777778
Pedicularis_elwesii,31.5216666667,96.3611111111
Pedicularis_elwesii,31.2472222222,97.3111111111
Pedicularis_elwesii,31.1888888889,97.31
Pedicularis_elwesii,31.1961111111,97.3202777778
Pedicularis_elwesii,30.6119444444,97.6069444444
Pedicularis_elwesii,31.2861111111,97.5252777778
Pedicularis_elwesii,31.1466666667,98.1736111111
Pedicularis_elwesii,28.5733333333,99.8116666667
Pedicularis_elwesii,30.2263888889,100.245
Pedicularis_elwesii,28.4038888889,99.0327777778
Pedicularis_elwesii,28.4038888889,99.0327777778
Pedicularis_fengii,28.1436111111,101.159444444
Pedicularis_fengii,28.1436111111,101.159444444
Pedicularis_fetisowii,30.1711111111,97.3336111111
Pedicularis_fetisowii,31.5977777778,100.367222222
Pedicularis_fletcheri,30.0058333333,93.9230555556
Pedicularis_fletcheri,29.6044444444,94.4094444444
Pedicularis_floribunda,30.6527777778,100.216111111
Pedicularis_fragarioides,28.96,102.103611111
Pedicularis_galeata,27.9877777778,98.4727777778
Pedicularis_geosiphon,29.2766666667,101.471388889
Pedicularis_glabrescens,29.1277777778,99.9752777778
Pedicularis_globifera,30.0338888889,91.2702777778
Pedicularis_gracilis,28.94,102.248888889
Pedicularis_gracilis,29.5633333333,94.5461111111
Pedicularis_gracilis,28.0069444444,85.8602777778
Pedicularis_gracilis,28.1216666667,85.99
Pedicularis_gracilis,28.0391666667,85.9858333333
Pedicularis_gracilis,28.0080555556,85.9752777778
Pedicularis_gracilis,28.0080555556,85.9752777778
Pedicularis_gracilis,28.4738888889,98.9127777778
Pedicularis_gracilis,28.5227777778,99.8166666667
Pedicularis_gracilis,26.4208333333,100.139722222
Pedicularis_gracilis,24.6069444444,103.595833333
Pedicularis_gracilis,28.0986111111,99.7680555556
Pedicularis_gracilituba,27.6822222222,100.024166667
Pedicularis_gracilituba,28.1436111111,101.159444444
Pedicularis_gracilituba,30.4258333333,102.561666667
Pedicularis_gruina,25.9166666667,100.083333333
Pedicularis_gyrorhyncha,25.8833333333,100.016666667
Pedicularis_gyrorhyncha,29.1411111111,99.9644444444
Pedicularis_hemsleyana,29.5769444444,101.999722222
Pedicularis_hemsleyana,28.9405555556,102.124444444
Pedicularis_hemsleyana,28.9072222222,102.225833333
Pedicularis_inflexirostris,33.0005555556,97.3288888889
Pedicularis_inflexirostris,31.3411111111,97.9297222222
Pedicularis_inflexirostris,31.1094444444,96.8744444444
Pedicularis_inflexirostris,32.3830555556,98.2388888889
Pedicularis_ingens,34.4322222222,100.333888889
Pedicularis_ingens,33.8958333333,99.6805555556
Pedicularis_ingens,33.7277777778,99.3502777778
Pedicularis_ingens,32.675,97.2944444444
Pedicularis_ingens,33.0463888889,96.855
Pedicularis_ingens,30.1469444444,101.860277778
Pedicularis_ingens,31.6961111111,100.705277778
Pedicularis_ingens,31.7616666667,100.756944444
Pedicularis_ingens,32.3772222222,98.5944444444
Pedicularis_ingens,30.1827777778,99.9925
Pedicularis_ingens,31.9272222222,96.3372222222
Pedicularis_integrifolia,33.205,97.4280555556
Pedicularis_integrifolia,28.7463888889,100.269166667
Pedicularis_integrifolia,29.1122222222,100.032777778
Pedicularis_integrifolia,29.0727777778,99.6755555556
Pedicularis_integrifolia,29.2633333333,98.68
Pedicularis_integrifolia,29.7475,98.5863888889
Pedicularis_integrifolia,29.1025,99.6708333333
Pedicularis_integrifolia,29.1380555556,99.3341666667
Pedicularis_integrifolia,31.3327777778,98.1286111111
Pedicularis_integrifolia,31.3447222222,98.0538888889
Pedicularis_integrifolia,31.3505555556,97.6827777778
Pedicularis_integrifolia,32.3988888889,98.1977777778
Pedicularis_integrifolia,32.2505555556,100.062222222
Pedicularis_integrifolia,32.2538888889,100.050555556
Pedicularis_integrifolia,32.2563888889,101.194166667
Pedicularis_integrifolia,29.7136111111,98.6272222222
Pedicularis_integrifolia,30.7736111111,95.5191666667
Pedicularis_integrifolia,30.6119444444,97.6069444444
Pedicularis_integrifolia,31.2861111111,97.5252777778
Pedicularis_integrifolia,31.2013888889,98.0836111111
Pedicularis_integrifolia,31.1466666667,98.1736111111
Pedicularis_integrifolia,30.9069444444,98.1936111111
Pedicularis_integrifolia,31.13,98.1958333333
Pedicularis_integrifolia,31.5747222222,98.0552777778
Pedicularis_integrifolia,30.175,100.011111111
Pedicularis_integrifolia,29.9980555556,101.381111111
Pedicularis_kansuensis,34.6833333333,100.683333333
Pedicularis_kansuensis,34.6766666667,100.643333333
Pedicularis_kansuensis,34.4322222222,100.333888889
Pedicularis_kansuensis,34.7077777778,100.244166667
Pedicularis_kansuensis,33.6938888889,99.4311111111
Pedicularis_kansuensis,35.4208333333,99.4669444444
Pedicularis_kansuensis,32.2997222222,96.5413888889
Pedicularis_kansuensis,33.0605555556,97.1427777778
Pedicularis_kansuensis,33.1019444444,97.3030555556
Pedicularis_kansuensis,33.75,97.05
Pedicularis_kansuensis,33.7427777778,97.125
Pedicularis_kansuensis,33.0005555556,97.3288888889
Pedicularis_kansuensis,32.9272222222,97.2666666667
Pedicularis_kansuensis,32.0944444444,97.2666666667
Pedicularis_kansuensis,32.075,97.0386111111
Pedicularis_kansuensis,32.2808333333,96.4630555556
Pedicularis_kansuensis,31.8330555556,96.4883333333
Pedicularis_kansuensis,30.75,101.3
Pedicularis_kansuensis,29.1122222222,100.032777778
Pedicularis_kansuensis,29.0019444444,99.7427777778
Pedicularis_kansuensis,29.6466666667,98.1336111111
Pedicularis_kansuensis,30.1711111111,97.3336111111
Pedicularis_kansuensis,28.9522222222,99.7522222222
Pedicularis_kansuensis,29.1025,99.6708333333
Pedicularis_kansuensis,31.4433333333,97.1880555556
Pedicularis_kansuensis,31.4483333333,98.1652777778
Pedicularis_kansuensis,31.4880555556,98.2233333333
Pedicularis_kansuensis,31.3327777778,98.1286111111
Pedicularis_kansuensis,31.5897222222,98.3888888889
Pedicularis_kansuensis,31.4375,96.4194444444
Pedicularis_kansuensis,31.5216666667,96.3611111111
Pedicularis_kansuensis,31.1841666667,96.6052777778
Pedicularis_kansuensis,31.5922222222,100.377222222
Pedicularis_kansuensis,32.9944444444,98.3397222222
Pedicularis_kansuensis,31.9755555556,100.593888889
Pedicularis_kansuensis,30.0661111111,101.33
Pedicularis_kansuensis,31.1694444444,100.301111111
Pedicularis_kansuensis,31.6275,100.236944444
Pedicularis_kansuensis,31.6247222222,100.222777778
Pedicularis_kansuensis,31.6469444444,100.266388889
Pedicularis_kansuensis,31.9497222222,98.595
Pedicularis_kansuensis,31.9133333333,98.815
Pedicularis_kansuensis,31.9530555556,98.9036111111
Pedicularis_kansuensis,31.8552777778,99.1130555556
Pedicularis_kansuensis,31.9994444444,99.0661111111
Pedicularis_kansuensis,31.1138888889,99.3647222222
Pedicularis_kansuensis,31.0497222222,99.565
Pedicularis_kansuensis,29.8855555556,92.5061111111
Pedicularis_kansuensis,30.4702777778,101.658888889
Pedicularis_kansuensis,32.4883333333,100.764722222
Pedicularis_kansuensis,33.3025,101.527222222
Pedicularis_kansuensis,32.8963888889,101.916111111
Pedicularis_kansuensis,34.1480555556,102.572777778
Pedicularis_kansuensis,31.4791666667,96.7763888889
Pedicularis_kansuensis,30.9769444444,98.3302777778
Pedicularis_kansuensis,31.13,98.1958333333
Pedicularis_kansuensis,31.5916666667,98.6197222222
Pedicularis_kansuensis,30.2263888889,100.245
Pedicularis_kansuensis,32.1444444444,102.518333333
Pedicularis_labordei,25.7666666667,100.016666667
Pedicularis_labordei,25.7666666667,100.016666667
Pedicularis_labordei,27.0913888889,102.99
Pedicularis_lachnoglossa,32.2997222222,96.5413888889
Pedicularis_lachnoglossa,33.1769444444,97.3794444444
Pedicularis_lachnoglossa,32.7463888889,97.3472222222
Pedicularis_lachnoglossa,32.8297222222,96.8988888889
Pedicularis_lachnoglossa,32.1430555556,97.2705555556
Pedicularis_lachnoglossa,32.2791666667,96.2730555556
Pedicularis_lachnoglossa,30.1469444444,101.860277778
Pedicularis_lachnoglossa,29.3858333333,100.149444444
Pedicularis_lachnoglossa,28.7463888889,100.269166667
Pedicularis_lachnoglossa,29.1411111111,99.9283333333
Pedicularis_lachnoglossa,29.2633333333,98.68
Pedicularis_lachnoglossa,29.6466666667,98.1336111111
Pedicularis_lachnoglossa,30.1711111111,97.3336111111
Pedicularis_lachnoglossa,28.9522222222,99.7522222222
Pedicularis_lachnoglossa,29.1,99.6922222222
Pedicularis_lachnoglossa,31.3327777778,98.1286111111
Pedicularis_lachnoglossa,31.4375,96.4194444444
Pedicularis_lachnoglossa,32.3988888889,98.1977777778
Pedicularis_lachnoglossa,32.3830555556,98.2388888889
Pedicularis_lachnoglossa,30.1191666667,92.1594444444
Pedicularis_lachnoglossa,30.5266666667,101.581111111
Pedicularis_lachnoglossa,30.5361111111,101.585555556
Pedicularis_lachnoglossa,32.2563888889,101.194166667
Pedicularis_lachnoglossa,29.7411111111,98.6808333333
Pedicularis_lachnoglossa,29.5005555556,97.9352777778
Pedicularis_lachnoglossa,29.4944444444,97.9438888889
Pedicularis_lachnoglossa,31.2861111111,97.5252777778
Pedicularis_lachnoglossa,31.4058333333,97.4719444444
